text,tag
"PSA- the vaxxines are CAUSING THE variants!!!  I listened to a doctor speak at a meeting I attended last night (I’m not going to mention his name because I don’t want to get him in trouble with the College of Physicians and Surgeons) but here is what he had to say: When a virus mutates once it changes about 3% in structure from its original version, which is minimal. The people who contracted SARS-cov-1 about 20 years ago were proven to also be immune to SARS-cov-2, even though the two viruses are only about 80% similar. However, if you are va****ated against a certain strain of a virus you are only immune to that particular strain, which is why natural immunity is far superior to immunity by inoculation, because natural immunity produces antibodies to a whole array of similar virus strains.  Bottom line: if you’ve had covid do NOT let anyone tell you you need the jab because... MuTaTiOnS!!",2
Fairly sounds right.,4
"Nobody is safe while you deem the world is unsafe, the world has survived other pandemics that killed more, why not give out the information that the vaccine has killed or affected over 300,000 in less time than the virus apparently has",2
Covax ENCOURAGES the spread of covid,2
Chinese virus,1
Check This and Subscribe plz,3
The global elite was losing its power over the world but then the idea of corona came.,1
Open your eyes,1
Pay back,1
Is covid still a thing? Lmao,3
Posthumanism! That is all!! RGB-Y1 out!!!,1
This will change your life!  They're all in it -V6ydaY,2
NO MORE of your dictatorship,1
Bulldhit. Stop with fake information about vaccine which DONT PROTECT from infection and only causes side effect. STOP WORLD'S MANIPULATION WHO.,1
Cutesy little cartoons to inflate your propaganda machine.   Pity for you that most people now clearly understand what’s truly going on.,1
"Stop killing people stop creatinf diseases, stop being so evil to the poor",1
Vitamin D over 2 untested vaccines anyday..,2
Go away with your bs.,1
It’s still transmitted even if you get the shot.  You are not telling the truth. Some people don’t want your poison.,2
"the virus is so dangerous that you don't even know you have it if you don't get tested, it's mostly quarantined for ten days, you push a vaccine that hasn't been tested properly, whoever dies dies from a covid , stop testing and there is no more so-called pandemic",3
Plandemic,2
As long people never change covid is hard to remove!!,3
Watch the live stream of the EURO 2020 match between England vs Italy at:  Join the prediction now: England -0.25 Italy O/U: 2,3
"WHO ,Buissness is going on, in the name of Corona mask oxygen and vaccine",1
Bull crap from lying sack of S*it,1
What a lie!,1
"We have been informed that the vaccines are experimental until January 2023. Those who get it can still get ill with covid or spread it. Politicians say we are facing a ""decade of pandemics""... Vaccine factories are being built in every country. We know we are taken as sheep... to achieve ""herd immunity"". Thank you, WHO...",2
Lord have mercy on us all,3
Is this the New world ORDER,2
"Those 'vaccines' are pure graphene oxide ... same as what fueled covid, which was NEVER a virus.",3
F you!,1
In this day and age there are actually people who believe the vaccine has magnets that control you. I guess there are idiots that still believe the world is flat too!,2
Hahahahaha,3
I am fed up listening to all the rubbish xxxx,1
"outlook.com, Contact or WhatsApp us on: +27605082475  Kind Regards  Loan Advertiser  Stand Finance Pty",3
Ofcourse,4
I don't trust you people one bit. You've proven yourselves utterly and completely incompetent in most every respect.,1
So has the solution in the syringe,3
the word vaccination and add up the numeric numbers it all equals to 666.,3
Except Haiti,3
"The favourable access can uplift and make you rich and famous you can earned 7000 every week from our best services platform,  you  can reach us through WhatsApp 971551620192",3
World Hoax Organisation,1
People open your eyes...,2
Stop with the scare tactics,1
Load of Bo11ox why had Pfizer patented & underwritten covid 19 & then 3days later patent a vaccine cure  absolutely disgusting,1
"We need to be safe until..., WHO ""must consider this as possible & also keep praying Sir Jah  to forgive & blessed  the world .",3
Plandemic don’t take the vaccine,2
"No covid is man made to lower the population. And it was made by the f,cker who did the Pfizer/BioNTech",1
"Rubbish.. Even Moderna, Pfizer and J&J  own studies show that vaccinated people only have less than a 1.5% increase in being protected over those that have not been vaccinated.... Stop with all of your lies!!!",1
You did nothing but scaring every human race.... your toxic vaccine will create zombies....,1
WHO is insanely corrupted! Check Tedros background.. and also how they have tried to scare us all these months...using tyrannical methods... and now the injections with this magnetic material... Folks wake up!!,1
Tick tock...,2
Bored of hearing about it,3
"Not covid, pcr tests infected The world",1
You're showing cartoons like we're kids now? Keep your poison,1
Yeah... Global pandemic with 1% death... Real pandemic... Nice joke WHO....,1
Vaccines both killed people and created mutations....,1
Who = crimes against humanity,1
Very true xxxx,4
Covid is a HOAX !!!!,3
> No one is safe until everyone is safe! That's just a lie.   It's old and fat people at risk from covid.   Young healthy people are more at risk from the rushed vaccines that haven't undergone the same levels of testing that traditional vaccines have.,4
Course it hasn't,3
Lol Israël numbers are ruining your affirmatives,2
"Ivermectin is very effective in the prevention and treatment of COVID-19. Ivermectin is the very safe medicine which has been prescribed by 300,000,000 annual persons for over 30 years. WHO should approve Ivermectin immediately. SUMMARY OF RESULTS REPORTED IN IVERMECTIN TRIALS FOR COVID-19. 06/05/21.  Source: Database of all ivermectin COVID-19 studies –  – (constantly updated)",3
Stupid,1
Whats the real agenda with your vaccine? Never before has an organization been givin an opportunity to stick a needle in supposedly everyone in the world at once. Dam right everyone should have the right to know exactly what's in it. Also the massive down playing of adverse reactions to the vaccine and upselling the danger of the virus. That stinks of agenda.,2
Evil globalist owned  by gates. Soros..liars,1
the money goes here,1
Pcch new 80%big pharma owners.  Stop 2030 agenda  kommunist red dragon.,1
PROPAGANDA BULLSHITE,1
Thanks WHO.,5
"But some countries don't want your stupid vax, so their presidents get murdered  stop this propaganda!! Stop scaring people! And keep your dirty hands away from our children !!!",1
"The origin of COVID-19 is Wuhan Institute for Virus Research as expected. The fact that the institute in Wuhan collected many kind pieces of Coronavirus on the cave for where the bat is necessary for many years. The institute in Wuhan was doing a wide range of experiments using these viruses but that the safety control was poor and that there were disclosure and danger of the outflow, too, became in the clarifying. The institute and the Chinese government made such an activity thorough hiding not to be known outside.",1
Stupid,1
Sweet,5
Nice,4
WHO we really wish you finally got caught so you would stop these manipulative campaigns!!!,1
World Hoax Org.,1
2024 or 2025 ????,3
Haha all these comments got me rolling  common WHO you ain’t fooling anyone.,3
take your ivermectin then get a can of paint as spray over this ridiculous advertisement,1
Yet somehow the worlds population went UP!!,2
PROVEN TO BE NOT AS DEADLY AS YOU SAID,3
"Yes ! ,,",4
Reported..... Lie,2
There is no pandemic!!!!!! Stop telling lies!!!! It's not a vaccine! It's an unapproved shot full of poisonous substances!!!!,1
ROTFLMAO! and pigs fly how?,1
We don't need your useless vaccine here in Malawi.   . God protects us,1
Lets conect now 11th july 21  join in with this link,3
Nice,4
hahah,3
Vaccines is not working it's a total failure,2
"Reported, false information.",2
"94% is sleeping sheeples, 4% are puppet, 1% trying to control over world, and other 1% is trying to wake up sleeping sheeples",1
New World Order,3
thanks to china,1
Yet it has affected the media the most.,2
"UN countries all in kahoots for control, oh well, just let them keep their vaccines, as 6 or 7 countries have put a stop to the vaccine due to increase of deaths from vaccine and severe adverse reactions. At least they have the brains to see the reasons are for depopulation of the world, Big Pharma wealth, wealth of the billionaires, and government control of humanity",1
COVID 19 is just a Li !...that´s it !,1
lies agent of devil,2
"Like joe biden says, if you want to defeat the WHO you will need F15s and nuclear weapons",3
Fairytales....,2
No propaganda has,3
"GENUINE AND SURE ODDS. Ready Ticket and you've seen it here!!!   Or Whatsaap me through+254778720427 Today I have another 100% SAFE  ticket.   If you want to Change Your Life, This is the moment!!!! Join and message admin now Chat me    GENUINE AND SURE ODDS. Ready Ticket and you've seen it here!!!!   Today I have another 100% SAFE  ticket.   If you want to Change Your Life, This is the moment!!!! Join and message admin now Chat me   Or Whatsapp me through",3
Our immune system eats covid for breakfast   You are lying to the world Truth already coming out officially and lawsuits already filed,3
Save it for somebody who cares! What happend in Israel? With all the population vaccinated the cases just exploded. WHO=COVAX=CRAP,1
Wow!,5
WHO leave us and we are saver,1
To many brainwashed people on the  planet,2
"If you’re going to listen to anyone, try listening to Dr. Robert Malone, the mRNA vaccine technology inventor. He’s been coming forward with his concerns and with information that WHO and various governments choose to omit from telling the public. A recent July 06. 2021 interview was eye opening. If there is any true world authority on this vaccine, it’s the inventor himself! “Listen a little closer to those that have little to gain and everything to lose” something a seasoned investigator once told me.",2
R.I.P.,3
one world FAKE. who off,1
What a lot of lies and rubbish,1
"Please help us too. But what sin did we, the people of Iran, commit? Believe me, the situation in Iran is not good. Please help us",3
Crimes against humanity.,2
You mean all the leaders of the world got together to see how far the can go for their new agenda and controlling us. A virus with a 99.8% survival rate.   The mind boggles.,2
Nobody cares about your poison,1
Except China,3
Blame China for it,1
What’s a ingredient of All the so called V ... Graphene oxide !!  It’s sure not going to save you from This flu that seems to have surfaced all over the world!,3
"""14 days and we flattering the curve"" Nearly 2 years later show must go on",3
Amen,3
Cool story bro,5
"Firstly this is not  the vaccine, it is the untested experimental messengerRNA gene therapy injection, as this is the experimental product The Nuremberg Code applies, and hopefully the Devils Spawns involved in this, and those that have coerced people into having the toxic injections will one day face justice.",2
Unless china decides to attack us again with another biological weapon. Then we gotta just take it and inject ourself with another experimental vax? Yall are terrorists. I dont trust you for a second.,1
Whatz the Cost price of Covidmeter? Ican See it here.,2
False advertising!!!,1
"Stupid slogan, poor copyright. “Everyone, no one” -what an utter rubbish. You set absolutely unrealistic goals like building heaven on earth. How can everyone be “safe”? You suppose people to believe that. Bunch of twats. Unless you have sinister sense of humour and safe means dead or something like that.",1
world UNhealth organization,1
"World Hoax Organisation, go to hell",1
Enough is Enough....,1
Drawings. No actual microscopic images?,2
How does a country protect itself from an evil genocidal regime like China???,2
I won't be a rat no thanks enough rat that took the jabs,2
Where is the risk ? I cant see ANY RISK. Stop all Covid Rules worldwide. N O W,3
He ha more propaganda!!,1
Are you blacklisted ?? Are you looking for a loan ?? 01@GMAIL.COM to apply for your bike loan now you can apply for any kind of loans   Personal loans  Business loans  Investment loans  Home loans  Consolidation loans  Car loans  Commercial loans  01@gmail.com to apply for you quick easy loan,3
h means more oxidative stress.. natural way is always the correct way.. organic diet organic medicine...,3
Agenda 21 New World Order,1
Except china,3
Yeah ok  like we trust the WHO  nice try,2
"I never thought I would be herpes negative again after all failed treatments. Until I stormed Dr Ose who sent me herbal medicine to try and it worked. I decided to put his contact across here in case anyone needs him as well. He can cure almost all diseases like HIV, HPV Cancer, Epilepsy, Herpes, etc WhatsApp: +2348114442850",3
World Eugenics Organisation,1
COVAX is financial backed by Bill Gates Foundation !!!!! Same with,2
Defund WHO,1
untested vax be warned thousands have died stay safe,2
Everyone has a right to decide their own destiny... specially weather they want to be part of an irreversible gene therapy experiment...,2
"A satanic lie, in order to sell a poisonous vaccine that will make people sick more and more, all the dead have died of pneumonia and the flu as every year before.  A lie, a scam for which you will soon be sentenced to life in prison",1
"Welcome to QUICK Finance LOANS CC, our loans are opened to all South Africa / all Outside South Africa at 3% interest rate. We loan ar duration of 1 year to 25 years. Loan Repayment start 3 months after the beneficiary receive the loan on approval day. * SOUTH AFRICA * NAMIBIA * LESOTHO * SWAZILAND * BOTSWANA * ZAMBIA. *Home Loans *Personal Loans *Car Finance *Consolidation Loans *Business Loans *Student Loans Our interest rate at 3% and same day approval... This offer is open to SA/non South African citizen..ed are welcome89 +27631411718@gmail.com",3
Liars.,1
Eyes  are sensitive than inner mouth  and nose . Why eyes are free from Covid 19.  Truely we eat and drink water with Covid 19 . Imagine Covid is like swallowing chillies as results of coughing & burning internal organs// making you sweat like Covid symptoms .,3
its about as dangerous as the flu we had for ages .. stop the lie !,1
Covid is a computer made virus.,3
You would be just as protected if you worre a CONDOM.   There is no vaccine and no pandemic.,3
"Pro vaccine but make sure families like my family, charlottes family, Lisa’s family, Lucy’s family, vikkis family, Nicolas family and 30+ more families are looked after if people suffer from side effects of the vaccines including dissabilities and death! Currently all our family’s have had NO support.   Sign petition and share.",4
Vaccines came first or variants?,3
Beautiful,5
Especially the mind set.,3
Thanks to you,5
"More vaccins, more viruses! They should focus more on the medicine they give, then on the name Covid-19. Focus on the people and not your pocket",3
Im happy to know WHO is excercising its authority! Thank you!,5
"WHO you are ridiculous, I almost never wear a mask, keep my distance and still live",1
Yeh thanks china!!!,1
pakof hahahaha bolsit,1
Sharing *vaccines* is caring,4
Welldone,5
"Of course this plandemic has affected every country in the world. It's been planned years (Agenda 21) for this economic crisis to go down, lockdowns to happen, mandatory vaccines, Digital ID certificates to go to stores, to travel and it's all part of the Great Reset plan for the new normal, and the New World Order Agenda.",1
What is the push for ??? Our own immune systems are highly effective against any Virus. Give it up already !!!!!!,2
What is funny in this video?,3
Funny how 3 leaders die and they didn't sign on to the covid plandemic. Nothing to see here.,2
fake,1
i hate the antichrist,1
Taiwan is a country. Why won’t you admit that?,3
Collect your relief here. Apply here now  Thank you  Stay home  stay safe,3
Bunch of ignorant or misinformed people in the comments. Pitiful.,1
And the lies continue. Think it through people.,1
total wipeout inoculation,2
Could you speak a little louder,3
Lies!!!,1
"I like how the same people following this bs think that governments could've prevented this pandemic, and also think that they can reduce the earths temperature if you give them more money...",1
If that's the case we all f### because there is at least 10 logistical reasons why it's impossible to administer this globally the fact they are trying is just an excuse to force others to but in reality they will never administer it to everyone just use it as an excuse to force it on others.........,2
Covid19 only attack to poor people,2
Gee maybe they should’ve thought about that when they protected China at the start.,1
What an absolute joke!,1
"Stop all lies, enough is enough",1
"We sell South African Degrees and Diplomas  QTCO certificates SAQA certificates Umalusi Certificates  Tut Diplomas  Tut Degrees  NWU Degrees  Dut Diplomas  UJ Degrees and Diplomas   WhatsApp 060 436 4557 Nursing certificatees R1000  Degrees and Diplomas from all University in South Africa.. We make certificates fo people who didn't went to Matric and those who failed. Tlb licenses Liquor license Psira certificates  060 436 4557 now and get a free sample from your own details. WhatsApp now and get a free sample from your own details.  WhatsApp 060 436 4557. Hurry up and get a free sample from your own details  WhatsApp 060 436 4557 All kinds of certificates are available.  University and colleges WhatsApp 060 436 4557 **NATED CERTIFICATES PRICES*** N1 = R 1200 N2 = R 1400 N3 = R 1600 N4 = R 1800 N5 = R 1800 N6 = R 2000  If you won't save our numbers you are likely not  be helped fast. . WhatsApp 060 436 4557.  Umalusi Certificates  Tut Diplomas, Degrees Dut Diplomas and Degrees. Matriic Certificates Matric Statements Birth Certificates Death certificates Security certificates  Psira certificates Drivers license   WhatsApp 060 436 4557 We do samples for free for ALL CERTIFICATES You send us your details and recieve your sample from your own details Matric certificate are all registered We do registration for you. We make certificates fo people who didn't went to Matric and those who failed it For more information *WhatsApp 060 436 4557 ❌❗⭕⭕❌",3
"What a load of croc . We need to wake up to the mass hysteria caused by governments and media . The people who die of this covid , you get bet your bottom dollar they are already immune comprised , , we all need to live with this , like we did swine flu , avarian flu and so on . Next year will probably bring another virus . For bloody hell sheeples wake up and demand the rightfor our lives to get bwck to living",1
"You should have stuck to being a rock band ,your music was great ,your medical advice is crap ,,,,I blame pete townsend",1
We have all been played like an old voice,1
Cool,5
Stop the circus,1
agar afganistanio ko baharat mai rehna hai to hindu hona parega,3
Where are the fact checkers for these posts ?,2
Nano graphine is bad for your health..,1
Which of the safe ingredients is causing blood clots?,2
I was hoping to develop some cool x-men like powers but oh well I'll just settle for covid prevention,3
What? Are you telling me the vaccine isn't going to turn me into a 5G antena? Shoot I need to cancel my appointment at the vaccination center then!,3
"A lot of people are dying because of these virulent variants throughout the world, and still there are a lot who doesn't want to take their vaccinations because of this silly thought.  I wish I could help them whatsoever.",2
I wonder how our dogs feel when we chip them!,3
Really WHO has to write a post to tell people they are not going to receive a microchip together with vaccine...? This kind of world does not deserve to survive.,3
If vaccine is safe why do we have  complete covid-19 vaccination form and sign? Why cant we use our childhood medical record cards which we have been using since we were babies  when we were getting all sort of vaccines in the past ?.why signing ?,2
"We have arrived at that point where you can judge the mentality of the planet, the country, or a region by the percentage of vaccines given. We don't see people with polio anymore but that won't convince them. So here we are. And it seems to be exactly the areas I suspected. The percentages are a little more negative than I would have guessed, it is very sad!",2
"Seeing the comments, the misdirection clearly worked. Back to sleep, shhh hush",2
Wonder if it would matter if they knew anyone who recently died or currently hospitalized was unvaccinated?,4
Since all vaccines are safe why up till now you didn’t approve Sputnik V although over 18m people are being vaccinated worldwide. Why don’t you force all countries to allow people to enter their borders whatever they are vaccinated with!!,2
"Thank you! However, Babis, the delivery man in my neighbourhood in Athens insists that there is a microchip. Is lobotomy a future option for antivaxers?",4
"I can’t believe that I’m reading this. But it’s essential, since people are so gullible to believe anything they hear these days.",4
The fact this needs to be said is why we can't have nice things.,2
safe ingredients. That’s laughable,1
I can’t believe this is even a post,3
What has the world come to when WHO has to explain that it is impossible to place a microchip inside your body with a vaccine???,4
It's not activated until 5g is brought into your area though....,3
People have to be an extra level of stupid to think the vac has a chip.,4
Starting to kinda hope there's Aliens and the UFO thing is real ....sticks thumb out in hope,3
"it's hilarious that you actually have to reassure people about this, but when one sees the majority of comments appear to be written by 8 year olds, it makes sense. You have to speak at their level",4
How much did the WHO pay to put such a ridiculous advert on Facebook for people to ridicule.,1
"What a bad news! I really wanted some microchip inside of me to control my life, because I cannot do it my self anymore!!!",3
Sure they are.  Peanut butter and shell fish are safe for people too.,4
"Bunch of old men on here laughing about vaccines, wouldn't be able to do that if you had caught Polio now eh?",3
"The ingredients might be safe. But the question is, is the vaccin itself safe? What are the longterm effects, what are the adverse effects?",2
The microchip part is funny,3
I find it hilarious that you have to explain that to all the crazy people,3
Safe ingredients are currently circulating in my system and gave protection against every variant floating in air But still have to wear mask,1
Apparently they are injecting tiny cameras into us. So the government can spy on everyone. Yes that's what I was told,3
Then why were magnets sticking to the injection site?,3
"The lengths they are going to try and get everyone vaccinated tells me something's not right,makes me laugh how people won't have the flu vaccine but they will have this, basically so they can go on holiday etc...",1
After reading the comments here I just hope the meteorite comes soon.,3
"Sinopharm is only written in chinese,i cant even read the ingredients in it",2
The fact that this needs to be said... it's just sad. Get vaccinated and save lifes,4
Some people think there’s a microchip?,3
I couldn’t care less at this point about the unvaccinated getting covid- unless they are people who can’t get it for other reasons ( like children under 12) in which case the mass of ignorant anti’s are responsible. Infuriating.,1
I never expected that WHO will need to post such a statement to encourage people to vaccinate.   Funny and sad at the same time,2
I'm sorry you have to actually spell it out for some people,4
"I personal won't take vaccine, i have a right to refuse it based on my personal reasons.",3
The more chips that I get free in my body the better. It really saves money if someone else pays for my microchips. Chip me baby!,3
What are the ingredients?,2
I shall not be vaccinated..I hate ingredients,1
What ingredients? Tell us,2
What are the ingredients?,2
I had my 2 Pfizer shots,3
all safe....until it causes heart problems,1
But vaccine does not prevent the disease or even decrease the severity of it so what is the benefit of it,2
"Pro vaccine but make sure families like my family, charlottes family, Lisa’s family, Lucy’s family, vikkis family, Nicolas family and 30+ more families are looked after if people suffer from side effects of the vaccines including dissabilities and death! Currently all our family’s have had NO support.   Sign petition and share.",3
Me and my family will never be vaccinated because we know it is not necessary and it's not safe.,2
"The more WHO pushes ppl to get the vaccine, the less they will. I have had mine, but don’t think that they should keep trying to sell it.  People have lost any trust now.  Too many mistakes and unclear statements.   Leave us alone!",1
Safe  but  not  protected  that s  why  people  get  infected  after  getting  vaccinated  # Amazing  Covid  vaccine,1
Then please explain to me why my 87 year old father has been in the hospital for two months after receiving his vaccine,1
How about virus or bacteria?,3
If i get vaccinated least i have somewhere else to put my fridge magnets,3
"There is no fire !!N.O.there is something u are hiding,u are not telling us.i dnt trust u (WHO)that's why u HV snake in ur logo.wht is all about!?",1
"Ok folks-in my career as a RN I have administered many vaccines, IV, IM and oral medications.  Anytime a any of the above contains an additive that causes an allergic reaction in many people there is prominent warning, EASY To Spot. The COVID vaccine requires a consent to be signed before administering; there is NO PEANUT OR SHELLFISH WARNING. If any of the COVID vaccines had or were produced an area where peanuts were used there would be a PEANUT warning. The same with shellfish for people with iodine allergies. Protocol for the COVID vaccine is that people with NO type of allergic history must wait 15 min after receiving the shot.  If you DO HAVE a history of allergic reactions you are required to wait and be observed for 30 minutes.  All healthcare personnel administrating the vaccine have EPI pens or vials of epinephrine with them ready to administer in the event of a reaction.  The people administering the vaccine are healthcare professionals.   As a healthcare provider I can honestly tell you that I know of no one that had a serious allergic to the vaccine. Some people feel sick a day or so after.  That is your body reacting to the vaccine creating an immune response.  That is a good reaction.   I know of NO ONE DYING from getting the vaccine.  I know MANY people that have DIED from COVID and several COVID long haulers that have never been able to return to their normal life.   The data is clear.  Get the vaccine.  If you don’t the  COVID virus will find you because it isn’t going away.  The virus needs a host (your unvaccinated body) to survive.  Refusing vaccination is like swimming in the water while the soundtrack to Jaws is playing.",4
see the logo and who is putting out this message. that says it all!,1
Only if you are not allergic to them!,1
"Everyone who has a smartphone is already willingly chipped  does it really matter. However, I was really hoping this would be my way into hog warts.",3
I one from africa can't be sure of western vaccines,3
"I have gotten both vaccines, Pfizer's, but I have wondered about this. My body doesnt do well when foreign things is put in it such as when I had to have screws put in my foot and what was suppose to have taken 6 weeks to heal took 6 months. Anyway I got my vaccine 4 months ago. It crossed my mind if maybe the first shot was the vaccine, which gave me a small headache, and the second one was something else, which I had no side effects from but where they gave me the shot still has a pain shoot through it after 4 months plus the spot where they gave it doesnt want to seem to heal like something foreign is in there.",2
There are fully vaccinated who still get the variant coronavirus. The virus doesn’t select unvaccinated only.,2
If there is no chip then why WHO is arguing daily????,1
"OK,… but if the Vaccine is that good, why need people coming from france to uk 10 day quarantine even if they had both vaccines? Could it be that we have not all the information?",1
What about aborted fetal tissues?,3
Can we see the ingredients list then please  so we can check that for ourselves?,1
I want N$50 000.00 to comfortably get vaccinated. That's the only way you can convince me after all the nonsense I have  been feeding myself on different platforms,1
"Are You kidding me  I know of so many injuries, then sign a paper for us if it is so safe.",1
diseases.,3
Eternally grateful i come from an  era where I can think for myself! I dont need anyone telling me what I should or shouldn't do or get because I can think for myself!,1
"why then do so many people have side effects, sometimes really serious.... and that is on a short term basis.... what about long term?",2
The same people who are afraid there's a microchip in a vaccine so the govt can track them are the same people who walk around with their phones tracking their every move and their smart TVs listening to their conversations.,2
Show all the ingredients of vaccine and why other countries are not using sinovac..,1
figures?just be honest  that we are acting as guinea pig (clinical trial? fr the sake of data compilation. it will need at least early 2022/23 to get it full cover.,1
I can't believe people think this is a government plot to track society.  Do you carry a cell phone???  There's your tracking device!,4
I got chocolate chips instead when vaccinated.,3
It is scary that you felt the need to publish this,2
Where did the variant come from and why wasn't it prevented!,2
"If the vaccine ingredients are published to the public, it will appreciate them to go for vaccination without any doubt.",4
What’s absurd is that people think that - stop COVID and get vaccinated people!,2
"Meanwhile the same people who think the government cares about their weekly trip to the Walmart are holding the only tracking device they need, to post their crackpot theories on FB.",2
Are the vaccine still experimental until end of 2023? I am asking for a friend.,1
Then why don't they afraid of their phones those already have chip  ?,3
What is the ENTIRE list of ingredients including 'inactive'?,1
its really amazing that the World Health Organization had to actually make an announcement like this. Some times I feel we live in a monty pythons movie,2
"Its a lie. My friend got vaccinated and now bluetooth recognizes her as a device, when she's around gadgets. It was after first jab and after the second one, she already had unlimited hotspot. Also we know that  goverments spy on us by the pigeons and lockdowns were for the goverments to change the batteries for the pigeons so that nobody could see it",1
"Can I ask about the variants of covid-19? Can you tell us more about the variants? Like how they work, and can I know why have many variants? Example given like alpha,beta, Charlie, delta, and come to delta plus.. why?",3
Not for my 19 year old son they weren’t. He’s paralysed in his right arm with chronic pain and is on 5 painkillers. Prognosis unknown.,1
It’s embarrassing that this even needs to be said & humans are meant to be the most intelligent,2
The fact that the WHO has to state this typifies the stupidity of humans and that the dinosaurs deserved this planet more than us.,1
"Safe ingredients like potassium chloride, which is also used in lethal injections.",1
"They still haven’t answered the question . The ingredients might be safe, but is there a chip?",2
"So, we have actually reached the point where WHO has to publicly announce that you can't put a microchip in a vaccine?",4
Actually it is possible. The question is do you want to put a micro chip in??,2
"Last time I commented with a Wikipedia link about viral shedding, Facebook remove my comment and I was seriously warned not to violet their rule, how do I trust this ?",2
All I want to know is what about this 'Zombie Preparedness' on CDC's website.,3
"It's incredible that this is the most advanced humanity has ever been, and stuff like this still has to be written as public information.  Carl Sagan was right. The more advanced we become, the bigger the gulf between humans and knowledge becomes.",2
You need to take a vaccine of color theory!,3
Can I please have some aioli with my chips?  Get Vaccinated!  If you can find a vacation. I have been sitting at home for three weeks now!,4
"WELL, WHEN I WENT FOR MY SECOND VACCINE, I SAW LOTS OF PEOPLE GOING IN, BUT NO ONE CAME BACK OUT, HUM ???? I WAS WONDERING ABOUT THAT. SO HAPPY THEY ARE SAFE. WE WENT OUT THE BACK DOOR.",3
I wouldn't believe anything this organisation would have to say with there track record with the start of this pandemic,1
"The sad thing is that this obvious facts has still to be explained to a wider and wider uneducated population all over the world, that only believe in stupid nonsense written in the Internet.",2
"Really !safe ?you sure about that All the vaccine I ever took in my life (yellow fever, hepatitis tetanus) this the only one that have me sick after a month n half.",1
Why not tell us what's in the vaccine then and not just tell us it's safe!,1
It worries me that you actually need to make this disclaimer. It worries me that there are persons that belive this happens.,2
Of course it's safe and that you've even needed to mention micro chips says a it all.,4
My mom thinks that they gonna put chips in our body .... like really a thousand of dollars technology to spy on my mom,3
How the hell do we know that after several tests by some scientists claim otherwise?,2
Who is liable for any long or short term effects???????,1
Microchip with micro camera,3
"Well doubts are not about micro cips. Maybe they are about heart strokes, side effects or actual inefficiency of the vaccine because of variations of the virus. But yes micro cips can be useful for tracking cheating husbands so why not. I don’t have a husband but I might feel more chill having one now if he has a micro cip.",2
That's really unfortunate. No chip in our bodies. Only excellent ingredients in our bodies. Though it sounds funny sometimes hearing people saying that. Thank you,5
"And talking about injection needles, that chip size equals to rice grain and the needle is way more thinner than to it and equals to the size of hair or a hand sewing needle. RFID plant  syringe has no liquid container, it only itself a shooter bow while normal syringes are those contain liquid containers.",4
upon your definition of safe..,1
Let people decide if they want the vaccine or they chose to die. I think as stakeholders you have done enough,1
I was hoping for a microchip implant in the brain to operate every device from anywhere in the entire universe.,3
Is there any need of getting vaccine for those that have been with viruses and now they're okay? Thank you for your answer.,3
"I can’t believe WHO have had to publish such a post. First microchips in masks, now in injections - who thinks this stuff up!",2
It is very possible. First people refused the chip so this could be a way of doing it,2
If it's so safe make the manufacturers liable for their products.,1
i really wanted to be a super human with super power..,3
It's the spike protein I worry about. I don't care about people spying on me..I've had that for years..but I don't want my blood clotting.,2
"They don’t need to put chips in them, they already track you with your phone and smart home devices",2
"anyway.. watch out for the droplets that one(infected) has that may stay on the food utensils when people get out for dining or etc.. reusable spoon and fork, cup, plate must be cleaned/ simply sterilized properly,in addition to wearing mask. they may find a lot of knowledge or information available there which couldnt be found here maybe.",3
"Allright! Can you please describe or elaborate it more, what kind of ingredients are in a vaccine, becuase on internet or any Dr can't tell it what's inside the vaccine and what it is made with",1
"@ H.I.N.A.E. Base,  sector 7,  i injected GH25 in myself to serve as an antidote since in the late April 2013. (based in my studies in both ""Molecular Biology"" and  ""Biological Chemistry"")",3
"My questions to WHO  are , why not finding cure for the covid 19 than promoting vaccine for it? Why not senstising the whole to eat foods that are rich in vitamin c and  the type of foods that can boost people's immune system?",1
"In Myanmar, Shortage Of Oxygen Supplies.  Military Coup Is Taking Oxygen Supplies And Cut Off Connection Of Oxygen Supply Transportation.",3
Then why does CANADA not accept the CHINA vaccine.,1
"Most vaccine hesitants are due to the type of vaccine. Many 60 years and over wants to be vaccinated, BUT we want to get an alternative vaccine if possible. Pfizer and or Moderna preferred.",3
"Kidding me!!?? Who are those amazing creatures claiming the vaccines have chip!! How you guys gets these kind of ideas!! Ohh, not even God can't save them!!",2
Wish i can get a DNA mutation from vaccine so i can be a superhero with a lot of ability  . Such a stupid conspiracy theory especially in my country. Stupidity virus more dangerous from C19. Please pray for my country .,2
But it's the next best thing to being able to get a decent GPU. Just glue all the microchip s together and stick it in my computer!,3
They can track u by your phone u don't need to be microchipped lol,2
how can microchip pass through a gauge 23 needle? LOL,4
But after vacine affected and death report also so i think only personal imunity power will help you .,3
Does that include Graphene oxide? Or does that one get overlooked? Or what about mrc-5? The lung of a 14 week old male foetus ? That can't be good for anything I can think of,3
What about the ingredients of vero cell?,3
I got my first shot last week and still only have 4G on my iPhone. How can I file a complaint to Bill Gates?,2
"Forget the BS. Shown to be safe for what, for whom and by whom? If that were true, it would be fully approved by the WHO, FDA and the manufacturers wouldn't need to be protected from legal redress.",1
