text,tag,,,
Nice,5,,,
Great  to  WHO.,5,,,
still no masks according to WHO,2,,,
Great work,5,,,
Stop lying,1,,,
Mass would help,3,,,
RIP mask,2,,,
so sad,1,,,
W.hoax.o,1,,,
Chicken wing!,3,,,
The Vector spreaders.,1,,,
Wat men,3,,,
Yeah,3,,,
How sad and selfish!,1,,,
"Open your eyes  and watch the movie   On television and in the media   International film   Propaganda   Corona virus   It's just panic   and brainwashing.   Final secrets   Are Micro Chep Vaccines ???   This is the idea and the purpose of   Bill gates   The richest person   number 1 in the world,   The boss of Big Pharma - Microsoft,    International Virus Propaganda   Every 100 years   It's political and diplomatic   We are citizens   We are human   We are not the slave",1,,,
ISNT THAT COMMON SENSE THO,3,,,
Marvelous,5,,,
Suffer it to be so now,3,,,
Stop all your lies,1,,,
"Common sense and discipline, just work on it!",3,,,
Thanks for the advice,5,,,
Don’t worry ......... we are still in Lockdown ... MR WHO  COME UP WITH SOMETHING POSTIVE PLEASE. Not this crap all the time we know already,1,,,
Always.,3,,,
Foolish people u soon die an leave d money,3,,,
End lockdown!!!,3,,,
Thanks,5,,,
W.H.O.=Zero credibility. F.O.A.D. A.S.A.P.,1,,,
Lying criminal organisation and scums of the earth!,1,,,
TheWHOIsright,4,,,
Great idea .,5,,,
Every one should wear mask also for effective  protection.,3,,,
I think who mental,1,,,
Um duh! U friggin idiot,1,,,
I have shared this information,3,,,
"Jesus, get a life guys.",1,,,
All money games,1,,,
Your all stupid,1,,,
Please keep on educating the world.,5,,,
Stupid WHO posts...,1,,,
That's right,4,,,
"Thank You,Dear WHO.",5,,,
"For all those who keep laughing about the WHO posts:   If you're mature, you dare to read.",4,,,
Yeah and after you sneezed in your ellbow you greet your friend with your ellbow,2,,,
Agreed,4,,,
Me first this is how the world is dealing with corona,3,,,
Disease Terrorists!,1,,,
Covid 19 just fake,1,,,
God wìll protect us all amen in Jesus name amen,3,,,
Terrorists,1,,,
Ya filthy animals!,1,,,
I want to be comforted right now,3,,,
Must watch,3,,,
VERY NICE,5,,,
Fooling to the world,1,,,
Common courtesy.,3,,,
", please put some MASKS on the picture.",2,,,
Masks,3,,,
Common sense,3,,,
Best,5,,,
Child trafficking satanic paedophiles,1,,,
Like people listen,2,,,
Ok social destancing and face mask,2,,,
take note!,4,,,
Good hygiene,4,,,
Common sense,3,,,
AMEN THAT'S THE TRUTH HALLELUJAH!!!,4,,,
Yes I do. Yes I will.,4,,,
Trump will teach you better. soon,1,,,
Very good,5,,,
All sucks here,1,,,
Right,4,,,
Quit spreading lies..crimes to humanity,1,,,
DEFUND THE W.H.O.,1,,,
This is china the country all the scared people want to be like.,1,,,
Common sense is all that's needed,3,,,
Good reminder!!!,5,,,
The World Hoax Org and their fake virus wake up people.,1,,,
Noted,4,,,
Best.  A,5,,,
Good,5,,,
Amen!!!,3,,,
Yawning too. Please add yawning!,3,,,
No thank you,2,,,
Good help coronavirus se. world help Good please Good . please social distancing. I am not money I am poor.,3,,,
Yes please,4,,,
Dang I thought I unfollowed the WHO.,3,,,
Do it !,4,,,
Too little too late,1,,,
Nice,5,,,
All time support  Adding On  Bkk to bkk,3,,,
True,4,,,
Good advice,5,,,
Nice,5,,,
Barn Door,3,,,
"In India, Most of the private hospitals are looting their patients in the name of cronoa virus .  These days Normal coughing, fever are cronoa virus as per private hospitals test. So be careful in cronoa virus test.Humans are the most dangerous virus in the world.  Better cure for cronoa virus Stay at home, maintain physical distancing, Wear a mask, Use sanitizer, dettol soap or liquid.",2,,,
"F the W.H.O, Tedros and Gates",1,,,
social distance and now a mask,2,,,
THATS RIGHT,4,,,
World Hoax Organization,1,,,
stay home stay safe,3,,,
vampire sneeze lol,3,,,
How many people tested +ve today,3,,,
Personne do it !!,3,,,
"Stay home,Stay safe",3,,,
Don't touch nose,3,,,
Stay safe,3,,,
Just stop. Breathing,1,,,
Ware a mask,3,,,
Nice,5,,,
Nice,5,,,
thinks,3,,,
i already know it,1,,,
piss off,1,,,
You do all,3,,,
Amen,3,,,
He forgot to apply deodorant,3,,,
I agree 100%,4,,,
Nice,5,,,
na fire go burn una to ashes,1,,,
Good,5,,,
WHO = lies,1,,,
Good,5,,,
Masks,3,,,
Total lies,1,,,
Go away WHO.,1,,,
Thanks W. H. O.,5,,,
WHO = World Hoax Organization,1,,,
Nice,5,,,
Good,5,,,
Thanks,5,,,
SCAREMONGERING,1,,,
Covid-19 Hoax,1,,,
Put on a mask,3,,,
Teach,3,,,
"commonsense , no more needs to be said",3,,,
Best show love,3,,,
Good advice for a change,5,,,
WHO outa cop on lies lies. Lies,1,,,
Shut up.,1,,,
Defund WHO!,1,,,
Good drills,4,,,
He must be a nurse!,3,,,
Old news. Not helpful.,1,,,
WHO all idiots,1,,,
Ridiculous,1,,,
MURDERERS AND LIARS !!,1,,,
Respect each other,3,,,
Amen,3,,,
God is with us,3,,,
Weaseling your way in,3,,,
Do you close a school tomorrow,3,,,
fb REMOVE ALL who articles..THEY ARE A ENEMY OF THE AMERICAN PEOPLE..,1,,,
More scaremongering,1,,,
WHO is a joke,1,,,
Common sense,3,,,
Basic manners returning then,3,,,
Nice,5,,,
get out of our lives you bunch of communists,1,,,
Right,4,,,
OK!!..,4,,,
F off WHO!,1,,,
Good.,5,,,
Good,5,,,
great,5,,,
FVCK V,1,,,
Mask,3,,,
World horrible organization,1,,,
Sneeze in your face,1,,,
Stop lying people u sick f..s..trump will bring you down,1,,,
Ok what about vacation,3,,,
Like our Moms taught us. Hahahahaha,3,,,
Cool,4,,,
Suck a dick,1,,,
Thanks  for nothing.,1,,,
The UN is a festering shithole.,1,,,
get lost WHO leave,1,,,
WHO is a joke...,1,,,
Nice,5,,,
SHUT THE....UP,1,,,
Graciousness in action!,5,,,
Idiots laughing at this,4,,,
Covid means END OF TIME,3,,,
"No,no. And no",1,,,
That’s common sense,3,,,
U mean our mouth is full of virus,3,,,
It’s all nuts,1,,,
WHO who?,1,,,
No mask lol. This is the WHO. So to me a more reliable source.,2,,,
LITTLE OR NO EVIDENCE MASKS WORK Meta data study BY  CDC from 1946 to 2018  masks,1,,,
Screw you WHO.,1,,,
Please,3,,,
hygiene 101,3,,,
Quite,1,,,
All hail the one world government.,3,,,
Learn proper hygen you idiots.,1,,,
ALWAYS NOT JUST NOW!!!,1,,,
AMEN,3,,,
common sense,3,,,
May the lord continue to help,3,,,
Gotta love allergy season,3,,,
Wearing a masksafe lives,3,,,
work's. World Health Organization,4,,,
You are a joke WHO.,1,,,
World Hoax Organisation,1,,,
Common sense,3,,,
Wise words,4,,,
Good,4,,,
LIFESTYLE,3,,,
Boycott china  WHO,1,,,
Be careful at all times,3,,,
Check this out,3,,,
Masks,3,,,
Fraudulent Organisation.,1,,,
"READ FULL VERY IMP:- Now when situation is very dangerous so people are coming out and roaming freely not all but many then getting infected by covid -19 and then it goes to others as it spread at triple rate , where virus is spreaded  lakhs above where it could be much more according to scientists so Now the virus will end till 2021 April 99% so till that be in lockdown be safe and pls watch these two videos and share them to all too say them to share as it is for",2,,,
Bullshit,1,,,
credabillity  in the united states,3,,,
Ya that's good advice,5,,,
Lost American money,1,,,
Fake news,1,,,
THANKS WORLD HEALTH ORGANIZATION,5,,,
World Hoax Organization,1,,,
I dislike who,1,,,
Good idea,4,,,
"They should be wearing masks in stead of coughing in elbow, all the passengers are not wearing mask. Not a good demonstrating picture",2,,,
Less Trump supporters,3,,,
Was everyone before this clarification sneezing against each other?  Oh my God,3,,,
"... and then, put you shopping basket on your elbow, your purse, open and close doors with your elbow.... yeah, safe. Tissue, people! And sanitizer!",2,,,
The mental health of residents is also very I'll affected. Short staffing and extra work has also I'll affected the folks.  I wish people had incentive to get back to work and be their best....,3,,,
This needs to stress seeking counseling more. There is too much of a stigma against mental health issues for professionals in healthcare fields.,3,,,
How’s the headline “Are you a doctor nurse or health care professional ?” Ummm no majority obviously are not but I have a question for you WHO... Are you a trust worthy organisation with the best interest for me and my family? Definitely not?,1,,,
Lol anyone else try to make a Doctors appointment and they can’t take you for 2 months .  Who with a medical issue can wait 2 months?  Can we pay doctors better so we get more and don’t have ridiculous wait times for medical care !!,2,,,
"I work in a retail environment,  befor masks were implemented I felt very stressed. I still do if people dont wear their mask correctly. But now i do not depend on my company to give me a mask to wear, i acquired my own where i can put filters in it and I feel much safer since then. If we all adhere to this we all can get our life back sooner than later, let's do this TOGETHER! We can!",2,,,
What are we going to do about lack of PPE supplies again??? My outpatient surgery center is having difficulty ordering supplies do to back order.......,2,,,
"This is an everyday way of dealing with STRESS, even before Covid. What a joke.",1,,,
Yes have social contacts with friends. After they said don't....this is too hilarious,1,,,
The WHO was in on the pandemic with China and Bill Gates. F the WHO.,1,,,
None of your cartoons are wearing masks.  Recommendation noted!,2,,,
Any suggestions as to how we cope with lies and deception?,1,,,
Like the WHO cares! They planned this! Screw them!,1,,,
How Bill Gates and Soroa run the organization? Why US refuses to fund it ?,2,,,
"None of your cartoons are distancing themselves from each other.  Recommendation noted. Thanks, CDC!",1,,,
Thank you each and every one.  Take care and keep safe.,4,,,
One would have to be an absolute fool to still have confidence in anything the WHO advises. People are waking up.  WHO is a fraud.,1,,,
My stress comes from my Govenor! I have only seen a handful of  people with Covid. Test more patients in flu season that come back positive!,3,,,
The WHO is owned by Gates and Faussi so take all your BS and put it where the sun doesn’t shine.,1,,,
Hard times for health care workers. Take care of yourselves so you can take care of others. Stay well.,4,,,
At the end of this month He will become a Corus Ferris from the past,3,,,
Why are they posting stuff in America? Didn't we pull out of WHO?,1,,,
Covid is a bunch of BS and we are all being lied to..I wouldnt trust WHO !!!!,1,,,
Why would anyone listen to these clowns?,1,,,
Best way to cope? Don't fall for it. Use your God given common sense.,1,,,
Do you really think the Don 't know how to cope?? Get real please,1,,,
A significant pay rise would ease a lot of unnecessary stress for the majority of health and key workers.,3,,,
Mainly get the truth. You will get no truth whatsoever from WHO or CDC.,2,,,
Too elementary !   What makes you think I have time to sit with a counsellor !   We’re lucky to get bathroom breaks !,1,,,
These poor people are being run into the ground by selfish jerks who won’t stay home and won’t wear masks.,1,,,
"Greetings to every medical staff working for everyone, perhaps relieving the pressure on these heroes by turning the emergency into a normal phenomenon",5,,,
"Thanks not only nurses, doctors and health professionals even thanks to police and IT professionals",5,,,
WHO cannot be trusted at all. They are owned by the Big Pharma.,1,,,
I have been a little salty lately. I took a break and went to the country to get away from it all.,3,,,
It’s strange coming from an organization who is apart of this crisis. The New World Order. We see you...,1,,,
Praying for all of our health workers. I am sure their mental health is suffering more than the average person. We all appreciate the work you are doing and the risk you are taking to do this work.,5,,,
Thank you to all the healthcare workers and those that are supporting them.,5,,,
Tried running! but in confinement I keep wrecking my knees on furniture!,3,,,
Looking at these comments people are waking up to the truth thank the lord. World health organisation must be destroyed,1,,,
Don't forget about housekeepers at hospitals as well! We go into these rooms and clean them every day!,3,,,
"Not helpful ... if they are forcing nurses to work more shifts for a long period of time while other ppl continue to act irresponsibly , not wearing their masks",2,,,
Wouldn't trust you lot with a computer virus....,1,,,
OR you can provide enough staff and sufficient PPEs.,1,,,
Put this out when you ARE the exact organization that put us here! Right!,1,,,
"Thank you for all you do, and all the help you offer.",5,,,
Im not a nurse..m not a doctor but I study Science and Health with key to the Scriptures by Mary Baker Eddy...,3,,,
"A little late.... Already attended a funeral of a 17 year old... No school, No friends, No sports, No extended family, No job, But plenty of alcohol and drugs! WHO... A worthless organization that created this crisis. All for money and China!",1,,,
"Never icealate yourself. Connect with family, friends, coworkers, Get involved with self help groups. Don’t let yourself fall into a deep pit of depression. Get help soon. For anyone feeling depressed.",3,,,
I am hearing about drs and nurses getting laid off and hospitals are close to empty.  This is a plan demic not a pandemic all motivated by political bs. Wake up!!! How dumbed down do you think we are. So sick of this bs,1,,,
"Crazy, even if WHO is correct just having their name on the article and I want to disagree, 90% of what they say people shouldn’t have to be told, are the people out there really needing to be lead so badly they have to relearn what they should have been taught when they were in grammar school?",2,,,
t Phase” we are all in now.,3,,,
The stress I see does not come from covid.,3,,,
his line if work she Endures and take  a Risks just to help and assists  those to be cure. Hurrah!! for our Frontliners.,5,,,
"No matter how long you are in the job, it can be very stressful and we have never had to deal with the challenges we face today in our Health Service or our Public Safety, so I fully agree with the WHO for putting this notice out because they are thinking about all on the Front line",4,,,
"If my sister were still alive, she would have worked tirelessly to take care of patients. God Bless all of her co-workers who are still on the job. May they and their families stay safe and healthy!",3,,,
Where are the masks on your slide?,2,,,
And also 6 impossible things before breakfast. It would be wonderful if medical workers had time to do ANY of those things,1,,,
Sleep? What's that..?,2,,,
"No one might read this but I definitely  need prayer. Not just now because of the whole corona virus thing but I have been struggling for a very long time, and it just seems that now it’s worse.",3,,,
No health care! No doctor! To expensive! So what now! You go to work sick and you spread the virus! You have no insurance because the company you work for doesn't have any!! Who cares? Oh yes! The man in the White house cares!!!! Not!!!!!!,1,,,
"What an awesome system.  Help to inflate a ""pandemic"" then offer people help when what your doing makes them depressed or stressed because their lives are falling apart. Bravo",1,,,
"Sure, now you want to give advice to us on how to deal with stress, as you try to ruin the world with your one world agenda!!! You act like you really care, when all you want to do is vaccinate and control us all!!!",1,,,
"May GOD bless them all, as their work is so important at these times of CORONA, they have to be rewarded with cash & other incentives for their risking their lives to save our people.",3,,,
"Huge thank you to all of healthcare workers who are putting themselves in harm's way every day with this mess. Especially saving ppl who don't believe it's real, it must feel like such a slap in the face to all of the first responders, all medical staff and every one of essential workers who don't get to stay home.",5,,,
The easiest way to cope with the stress is just to get rid of Trump. That way our healthcare professionals won't have to worry.,3,,,
"2 and 4 are poorly written. 4 is grammatically poor given the lack of parallel structure. I sure hope the French version of this is better written. How pathetically irresponsible! Stop paying these useless bureaucrats who get paid a fortune for poor, low quality work. END THE UN!",1,,,
Thank you to all the first responders and health care workers for all you’re dedication and love of what your doing!!!,5,,,
I am not understanding why people are responding to this post with such anger and frustration. It is useful and valid information. Read it and move on. Take from it what you can and live your life. If you’re unhappy with what you see please just unfollow and go away. No one wants to read your hateful messages full of negative remarks that highlight your ignorance.,5,,,
"Even this is not only for the whole health professionals but everybody. Please keep busy with duties or anyother things to do at home. Mantain our mind in different kind of occupations is the best for no being with stress and other bad health situations. One must be strong and accept the real hard moment, but with much patience and faith in OUR ALMIGHTY.",3,,,
"South Texas is looking for  nurses aides,  doctors, the hospital's are over capacity and the death rate is  climbing,  maybe we are living in a make believe world like you , but the situation is deathly real here, come and see!",1,,,
"Rubbish, if you’ve been working a 100 hours a week, how the hell I you supposed to eat well, sleep well, socialise, or anything other than work and sleep.",1,,,
Zip it WHO!  You were silent when you were needed.  We take this seriously and will take all precautions!,1,,,
"The biggest stressor is dealing with people who are in denial, especially when it's your own family in an area where thankfully the numbers are currently low. If people are not on the same page with this and maintaining safe practices, then there will be so much more loss of life and sickness.",2,,,
Many of these comments are for show. Not real people.  Hospitals tell people to go home & quarantine. The WHO no longer is associated with the USA.,1,,,
WHO is full of it and lying period. This is all engineered in order to destroy America so they can usher in the One world government,1,,,
"Sleep what’s that ??? Riddled with anxiety sleep does not come easy , never had a panic attack till covid constantly questioning myself have I done enough , am I gonna bring covid home to my loved ones . Seriously beginning to not trust WHO !",1,,,
The last thing I need is WHO (a discredited organization) telling me how to cope with anything. They are complicit in this scam of a plandemic.,1,,,
Sooo if I shouldn't use drugs to manage my emotions should people taking anti depressants stop?,2,,,
"my heart goes out to each and every one of you, I know I'm not the same person as I was, actually having some syntoms, but don't want to let it get me down, have too much responsibily,   how the frig can you tell if there is something wrong with you?",2,,,
"LIARS. SCAMMER JAMMERS. CHECK what they did to the previous -decades old- definition of a pandemic. Conveniently REMOVED the Severity clause, whereby it had to be More severe than influenza in symptoms and mortality rates.",1,,,
"How about maybe reporting the actual numbers instead of deciding from minute to minute who has died versus meh...maybe they have it, maybe they don’t.  No one can even keep the numbers right! One day it’s an insane amount that are positive, the next, it’s half of what was just reported!",1,,,
ON   PRESENTATION   OF   TIPS  ON  CORONA   COVID   VIRUS   CONTROL   SYSTEMS    SIR  IT  IS  GOOD  INFORMATION,5,,,
"It makes me feel ill just reading these redundant messages - trying to cover their guilty tracks. WHO could have helped all of us and didn't, during the time we needed protection... back in Jan./20",1,,,
"When all this crisis end, be sure you will not have any credit for it, you were a puppet organization for the whole time.",1,,,
"And some nice ways for ""normal people"" for to cope with stress of loosing job, loosing place to live and being scared like hell for the future of their family?  For people who were closed home for 4 month and still are not allowed to live normally ? For people who were fed with big numbers whole this time ? For depressed and sucidal because they lost bussinesses ?",1,,,
You can also relieve stress if you are a medic or working in a care center by falling in love with your colleague.,3,,,
Too late infographics guide...too late WHO for this public advisory ... many front liners health worker has already pro-actively doing this ...its already @2020 July,1,,,
I would think that this would be for everyone dealing with this pandemic.,3,,,
"FYI...there are other essential jobs out there that need this as well...for example, grocery workers, delivery personnel such as UPS, USPS, FedEx and Amazon delivery folks. Healthcare workers are as close as it gets, however these others are just as stressed",3,,,
My two sons work as emergency  practitioners  when they come home they necks are stiff i have to rub it with ointment and give anti inflammatory  tablets its realy stresfull to transport covid emegency patience but the both of them have a passion  for carring,2,,,
Safety tip! One thing WHO must do to free individual countries from COVID 19. *set a common timetable on when the whole world would observe the lockdown giving all necessary guidelines through sensitization. NB. World leaders must ensure that these guidelines are strictly followed in their countries.,3,,,
The whole world is feeling it. Some respond to these feelings better than others. Try to be understanding toward those who become upset or slip into denial.,2,,,
Talking to my supervisor is a  disastrous situation  to go test privately,2,,,
"The quicker we get herd immunity the quicker we go back to a near normal. Let the volunteers take their own risks, get sick and recover.",3,,,
pray for our medical workers to keep them safe!,4,,,
Brought to you by the organisation that six months ago was saying Covid19 wasn't serious or spread human to human,1,,,
Ehh point three. We can't socialise with friends or family. Unfair to put our loved ones at risk when we risk contracting it every day,3,,,
During this crisis of course very stressful for everyone but more stressed for nurses and Doctors cientistas hospitals teachers to dill and support the healthcare issues during this period of the time with a coronavirus  ..take care everyone and stay safe and positive..,4,,,
Thanks to all the healthcare workers out there who continue to risk their own well being as well as possibly that of their families. May God and his angels watch over you and yours so you can continue to help save the lives of many. Stay well.,3,,,
"We're praying for all workers, Dr's, nurses, guards, setters, anybody out there in this plague working in all!! I'll keep praying for all y'all. Y'all doin what others wouldn't chance, cause ya have to work & want to work to keep us all safe. Also God bless our troops & veterans.. Praying for all y'all always!!",3,,,
"U mean Ways to cope with crippling ur immune system bcuz of stressing too much lol.... The cure is don't stress, see ur friends and family, have fun and live ur life",3,,,
I like the instructions to stay healthy.  This too helps our immune system.,4,,,
s.Every one should co operate them.,3,,,
"Yes stress relief, but you know some people has a quantum energy and once will come day, wenn I just say everything and I'll make things right, I'm sorry to say that but I'm slowly getting tired about everything",2,,,
"we are praying for all of you everyday , many times everyday.",3,,,
I have a comment  can people try   wearing mask compulsory  to consider there senoirs that stay hole day indores its so nice to still have parents  and grandparents,3,,,
Why the hell are countries paying in to this tripe?! Defund WHO.,1,,,
God can and will help you if you ask. He is the great physician and healer of all problems . You must believe nothing is impossible for God.,3,,,
"only save health,no need to save character,? I imagine first important save character than health",3,,,
WHO  we are respecting and thankful the Health care workers who are working.  But majority of doctors are hiding themselves to treatment for other non corona health problem in pandemic,2,,,
"Talk to people you trust, social contacts? In this case, where is the social distancing? Why do you say the opposite to the average people?? Healthcare workers are different or what? I think, these ""tips""  belong to the normal life, for everyone. No exception.",3,,,
How about paying health professionals properly - ensuring they have enough to live on and can feed their children? Wouldn’t that help with the stress? How about shorter shifts too?,2,,,
Please do as the WHO  dictates all you paid “frontline workers “! Especially the snowflakes that can’t determine that this is a plandemic and nothing more than a common cold  Go home to your safe spaces  and self cuddle and please do it hard enough so that when you come back for your next shift you are totally focused,2,,,5
Continuous prayers for all the healthcare workers from the janitor to the parking lot attendant and all doctors nurses and caregivers in Jesus name,3,,,
Thats why there were so many nurses on tiktok. Because there was a crisis,2,,,
May God bless all the Nurses and Others health care professionals. They're doing a great job. Wear your mask to reduce the spread. Stay at home and if you must go out observed social distance.,3,,,
What about the mental health problems it is causing children. Depression is increasing. Everything was taken from them and they are struggling with it. It's bad for alot of teenagers who have jobs and were told they are essintal and needed to work but school and friends and extra curricular activities are all up in the air.,2,,,
"To everyone who is out working with public not just healthcare, many people who are currently engaged with the public are dealing with very sad, depressed people or very angry violent people it is a changing time and uncertainty is creating fear. So if your a hospital, store clerk, stock person , gas attendant, fast food worker protect yourself on the inside as well, deep breaths and try to focus on some positive each day. Lift up your fellow healthcare workers  & essential workers when you see them in your lines - they are exhausted just like you, mentally and physically.",2,,,
What's all this stress? I've been working everyday since it started and not feeling stressed.,3,,,
"is the only way to maintain your health body condition,to lessened the stress pls listenning yhe sweet music for your relaxtion in mental health,and also praying is the best of them all to secure your health and sickness thru continues praying to avoid stress and anxiety .so the best of them is just relaxed and for relieving the pressure in the period of your duty even you are in dsnger every day.",4,,,
If anyone needs help coping with stress during this time just turn off the news. They have almost single handily blown this virus out of proportion.,3,,,
This is nice gesture but most business are not interested in protecting employees I work in public sector and I am just amazed about the treatment we received during this time,2,,,
To all health workers everywhere:  You are the true American heroes.  You are to 2020 what the firemen who ran back onto the Twin Towers were to 2001.  Bless you.,5,,,
If you didn't get this virus it's not because of musk or hand sanitizer but it's God who protected you Let's keep on praying and use there instructions what doctors were given us don't refuse plz   But let's pray harder coz it's only God who can ending up this virus,3,,,
"God is only the one we can trust and talk, he is our doctor,, if we believe in our God with all our heart and love him eternally, corona is  made only a person who wants panicking and worried, Satan cannot defeat our God,,,, in marcos 16:16 says whoever call in the name of the Lord shall be save oh lord jesus we love you",3,,,
"The WHO lied to us in the beginning, so why should we believe them now",1,,,
"Or just tell it's a hoax If WHO banned doing obduction to any covid positive dead person than all the numbers of covid death toll are just assumption and not real legal documented proof of death cause. Only obduction can claim real cause of death. They faking numbers, it's about plandemic lie to introduce NWO. You sheep's better wake up.",1,,,
WHO can take its advice and shove it. Sane people are not listening to WHO anymore.,1,,,
Being in the profession is a everyday stress not only during these covid times ..we need to b recognized as humans as well .,2,,,
Masks are non FDA approved. Thats why the warning says they protect you against nothing!,2,,,
"Agree but it's hard these days to find people to trust anymore. Friends who I thought I could trust or turn to all went away now. I forgave them for not caring or for what they wronged me about so feel more content to be alone now because they got me used to being alone b4 I was tossed aside ( NOT good friends after all). I wish them all well though but realize I can't make someone care if they don't. I find my own happiness w/music & comedies & good music about others living good lives ( Hallmark or TRUE Christian way of living). I sometimes put myself in the movie then when it's over, it's back to reality but feel better because glad they have it better than me . The guilty lose & the innocent end up in good endings w/better lives the way life should be. Don't want anyone to feel like I do because we NEED people to start caring again by going by the Golden Rule from now on.",4,,,
"Yes hard times for our very hard working mental health care workers but every now and then they seem to forget your still needing their valuable help, and where are you left when you can’t lift the phone or ask for help, so sorry for this blip as I appreciate there help so much and miss them with the understanding they in turn are under a lot of stress also.",4,,,
"MASKS SHOULD ALSO ONLY BE WORN BY THOSE AT RISK OF GETTING SICK WHEN OUT IN PUBLIC, OR ONLY WHEN IN THE PRESENCE OF SOMEONE WITH CORONA. WE ALL NEED TO STOP BEING SO AFRAID AND ALLOW OURSELVES TO  BUILD UP SOME ANTIBODIES!!!! CHILDREN ARE NOT AT RISK OF CATCHING NOR SPREADING THE VIRUS  NO MORE THAN  THE COLD OR THE FLU. READ UP ON THIS IN THE NEW ENGLAND MEDICAL JOURNAL!!!!! COME ON PEOPLE! ENOUGH IS ENOUGH!!!",2,,,
Time to calm down and get back to living. It's not going anywhere. We need to accept it is a virus.,3,,,
alking to a professional can work wonders.,3,,,
"Sure in between the overtime and crisis decline in number of available nurses in Florida in addition to our governor who continues to be convinced all is well and no precautions are necessary, meanwhile your COVID ICU is full of intubated proned young patients with no medical history ... and a growing number of medical offices refusing to even take hospital staff in an appointment due to higher risk ... I’ll get right on this",1,,,
Hear that kids? Don't use alcohol and drugs to deal with your emotional issues. PrObLeM sOlVeD,2,,,
"I used to wear a face mask for 27 years. I have no problem to wear it now that I retired. Although I was feeling exausted sometimes, I never let it down. By the time you find out the way to manage difficult situations. This is the way Nurses react!!!",3,,,
You know in the old days when people loved God. They could talk and get help from God and get real help. Do you remember these old times?,3,,,
i just catch myself an anxiety during self quarantine. its very hard. but keep telling yourself that you are going to be ok soon and its getting better.,4,,,
And if you have time to do any of this where do you work and are they hiring? Good luck to my health care counter parts!,2,,,
This goes for mental health workers as well,3,,,
ne rules for service holders.we have not sufficient leave.please said to government give us paid quarantine,2,,,
"ed & very much in need for everyone to put on a mask. I absolutely resent the fact,  I put my life on the line for many years going to work for sick people who now can’t be bothered to put one on for me!",1,,,
We the people don’t trust you guys! You’ve destroyed your credibility.,1,,,
t neglected covid. maximum child and pregnant and lactating mother stay u r home.virus are coming and going.but  human being following the limits and  prevention method.,2,,,
Go about your life as you always used to and ignore all the lies about this weak virus.,1,,,
Nobody is sad..just wondering about all the lies. The overlords are a little depressed though about all this. Perhaps they should call the suicide hotline.,1,,,
"All those who are dedicated to serve on this pandemic Civic19 period, Remember your life is most precious , so you should take all precautionary cares to look after your health as Topmost Priority. Praying for your long life & good health...",3,,,
"By January 2021 people won't need a doctor all we will need is a face mask and that should cover everything, people are believing the face mask will protect them from all sickness, diseases and pain",3,,,
ese are the times we need psychosocial support indeed....we need encouragement and prayers,3,,,
In Uganda we don't have such diseases but were turned into Business for self gain by people in power Many other deaths have been recorded but still only Jesus cares,1,,,
Unbelievable comments on here.  Is there so many cerebrally challenged people in the world.  Why the fck would nations shut down their economies head towards recession for nothing. paramedic virologist microbiologist etc etc in the world is in on this total fabrication. Use some brain cells for once in your sorry life. BTW I'm still waiting for the millenium bug,1,,,
It seem that the WHO could use  professionals for their marketing.,1,,,
Looks like the WHO  is trying to save face.  Feel free to be China's puppet again. This time send them the bill. You can misinform us for free next time.,1,,,
I hope that those who went through that battle got some help from a professional. Thank you for your services,5,,,
2020 year of the nurse.  Nurse practitioner inclusive language appreciated.  You can tell your doctor or your Nurse Practitioner.,3,,,
God pleas keep all of our HEALTH CARE WORKERS OUT OF DANGER KEEP YOUR ANGELS HOVERING OVER THEM THEY ALL HAVE BEEN VERY SUPPORTIVE TO THE WORLD AMEN.,3,,,
"Everyone's feeling pretty exhausted, working wearing PPEs is very hard, especially when it's not. We all need to remember to look after ourselves,and colleagues as well.",2,,,
Why does Tramp want to remove us from this organization? We may need the help of other nations soon. m,2,,,
"If WHO had done their job, we wouldn't be in this mess!",1,,,
"It's easier said than done when there's no mental health support during lockdown I've had to wait from Feb til the end of this month for an appointment no phone support or anything, I was nearly in crisis before lockdown so covid-19 hasn't helped plus I've been sheilding due to other health issues",1,,,
"If I say, “Yes, you have corona!” to every person on the planet... I believe that qualifies me as a doctor by WHO standards",1,,,
"s hairstylists we get stories everyday of nursing home patients locked in tiny rooms, hospital patients dying alone because of visitation rules, people stripped of their quality of life and human dignity. My salon health policies are now ""Humanity Before The Law"" and we will never follow the guidance of these soul-less organizations.",2,,,
"I wonder how much $ they spent on these” common sense” posters. Tell me something to help that isn’t already repeated on every ailment,mental health issue, elder care or grief management flyer.",1,,,
"Great message, wrong messenger as much of the mental illness and stress stemming from covid has its roots from an incompetent and/or compromised organization such as the WHO.",1,,,
Even their own brochures don’t have masks or 6 foot distancing,1,,,
"Another good way is to turn of panic producing media, and go out and live your life.",3,,,
"1) who wouldn't  be depressed with your terrorizing???  2)talk to who?.most people are in fear, or listening to your lies 3) maintaining a healthy style  with fear its impossible! Social contact? Are you mocking us?  4) but we can use your legal drugs,  right!!, 5) that is what you hope!!,  Liars, deceivers, you shall not get away with your demonic control. One day you shall be exposed !",1,,,
"I appreciate all on the front lines! They are the ones taking the worst of it all!   But don't forget retail workers too, many are taking the brunt of all the pent up stress and anger of the nation.",5,,,
My stress is having to go to work and make up the work of the drivers staying home.,2,,,
