text,tag
"This is common sense.  Locking down a country is criminal.  A mask is the sign you are still falling for the political spin of stopping the spread.  Remember when it was to flatten the curve?  Well we have flattened our hospitals out of business and now we are destroying smaller businesses.  The mask in not protecting you, they are telling the politicians you are still falling for their lies.",1
You mean the Nazi Soros and his world domination group,1
Maybe you should start telling people to take ivermectin so we can get over this hump.It's the cure.,3
"bacteria! But it's your choice, NOT a mandate!",3
..... you guys were calling  China that it did a great job. BS thx the China government the world is in lock down thx to done,1
"The W.H.O., Bill Gates, Anthony Fauci, Redfeld from the CDC are just some of the major players on this PLANDEMIC! This is treasonous,  and they should all be held accountable.  Let's not forget China.",1
â€œNew Normalâ€!! You will all pay for your evil..,1
"""And, as we previously stated, Covid19 doesnt spread person to person.""  Pick your lie, they tell plenty.",1
I fecking hate the phrase The New Normal with a passion!!!,1
"Say new normal 100 times in the bathroom with the lights off , when you turn them on you will see beetlejuice",3
Not my new normal.. they should all stop saying that..,2
not.  Its either normal or abnormal.  So which is it???,2
How if coughed into elbow then after I touch it !???,3
New normal? Hold by beer...,3
Do face shields work alone? I tend to see a-lot More people walking around the grocery store with simply a plastic face shield.,3
"soooooo what happened to the soap and water , and no mask all them many months ago",1
to stop the spread of con19 lies of the century  be simple silly sheeple people and obey . viruses are not airborne nor contagious it's CON19 of the century medical fraud lock them all up for war crimes against humanity and for taking part in the biggest scam and hoax in history stay safe and alert watch out for a second virus scam coronavirus,1
"All a load of bull now, this isn't normal let us all go back to our proper normal open everything back up",1
they should have given the CORRECT information and death rates to begin with.  Still now worse than the flu and they shut the world down   now some of the actual mortality rates are starting to be posted.,3
"That will be normal in Aushwitz or some other similar place, STOP torture over world wide population!!! That what you are doing is FASCISM!!!",1
I wouldn't listen to Who if they were the last thing on earth.,1
"The WHO is a political organization seeking to control the masses through manipulating scientific data. Just use common sense and don't sign up for the Sheeple Globe. The tasks listed above have been part of humanity for a very long time. If you don't know public manners, then look toward the teachers in your life for an explanation.",1
"Yeah no, not the new normal. Temporary at best.",3
"Stop spread fear , fake virus , fakes sanitarie hight mesures and all what your organisation are mading since this winter . Juste close that organisation",1
"No to a new normal. Live your life as you see fit and let others I've there's,  I've not changed a thing in my life and wont.",3
The new normal? more like the plandemic the game is up.,1
"Remember:  ""It's just for 2 weeks"".   But look, now it officially is the ""New Normal""...",1
What happen to the 2 week curve?,2
"Ain't nobody got time for that. No one has had actual Covid, it's all fake, now stop the propoganda and let life continue.",1
"No new normal, you lied to the world, and continue lying. Its time you come clean and tell everyone that your board colluded on this",1
Only 6 percent of deaths were real!! I love it!,3
and we are doing this for 9000 cover deaths?,3
You are trying to captivate the world with your new normal,3
2020 government Psyop is in full affect!!  If you lack the mental capacity to understand this then it's on you!!!,1
"Why is there no mention of healthy diet, exercise and immune boosting supplements??",3
"I lost interest the second i saw the word W.H.O, i don't and never will listen to anything China has to say or want.",1
"Interesting that the photo shows the mask, but the words say nothing about the mask.",3
"Ok...enough of this shit If you free it, then you stay at home. You wear the mask. But don't dictate fiction as if we are all stupid",1
I prefer the old way. Been practicing it since they told us to wear masks. I don't wear masks,3
Avoid crowded people but hey let's chuck lots of children back into a classroom sat next to each other,1
"This business of touching elbows is so stupid, and it breaks the social distancing rule.",1
"Shove your ""New Normal"" where the sun don't shine!",1
Notice how it doesn't say you have to wear a mask anywhere??,3
The same WHO that claimed there's no person to person transmission??,2
About go feed the children that are dying each day from starvation,3
This has been going on for nine months...covid still here,3
Their lies are quickly coming to light,1
It's not the new normal at all. Stop with the propaganda.,1
The psychos should all be tried for the fraud of the century!,1
"Who Funds the Who, and yes I know some countries do but who else",1
Why should we worry about a disease that AT WORST kills only 3% of it's victims?,3
Why weren't they telling us this when the numbers were high!  A load of rubbish!,1
My Daughter wasn't well and no-one would see her,3
New normal? For how long?,3
Herd immunity against WHO lies is on the rise!!!  The WHO will pay for their crimes against humanity!!!,1
Do we really want to wear mask and those shields for the rest of our lives? Oh noooo!!!,2
Lets turn humans into robots,3
"According to the infographic: mask is to be used by black women only, right?",1
Its not the new normal. Its not normal for people to listen to brainwashing,1
"In behalf of my family, my participation is to atay at home so that virus can't spread to each other.",4
The WHO needs to wear bill gates as a mask and see if they don't get staph infection.,1
We don't want or need new normal! WHO is lying about it all! Hoaxid!,1
What about building up our immunities?,3
Pl stop worldometer & stop mobile tones msg immediatly. Send advice -No Masks & No distancing etc.. etc. all will be normal soon.Else world public making openion against WHO as killing & cheating orgnisation...,1
"We could have a discussion about that.  It's all for nothing.  Thr old flur does more, anyway.   .",3
The best joke ever CORONA,3
I'm testing a theory where if you suck my dick you're immune to corona.,3
"""The New Normal"" is NOT a correct term....STOP USING IT!!! It is a""Temporary"" situation.",2
WHO is a phony-balony bunch of paid experts to mislead the general population of the world..... making them more receptive to the socialist way and communism without firing a shot,1
Nothing normal about any of this BS,1
Am I the only one who sees a slave in this picture?,3
"This is getting old , when will it be safe to not have to wear a mask , after Election Day ?",1
How is this any different then the flu,3
New normal? Are you completely insane? It will NEVER be normal you traitors!,1
the untied states of America no longer recognizes the WHO,1
Time to out law the WHO! They have caused nothing but issues! LIES LIES LIES AND MORE LIES!,1
Seems like there is not enough stress on cleaning your elbows. Maybe you could have the tv doctors make a video.,3
OLD Normal = NEW Normal. WHO can KMA.,1
This pandemic will have to be in our homes and and stop the spread  Wear your mask    sanitize use ur albow or tissue when you cough  Stay positive and safe we will beat this thing 2gether as one  By bongani beeboy  safe,4
Herd immunity is the real solution.  This other nonsense just doesn't work.,3
"Although it pictures a mask wearer, says NOTHING about mask wearing. How do you cough into your elbow with a mask on?",3
I'm going to throw my mask like a graduation cap when this is over!!,3
"I don't trust the W.H.O. to put a bandaid on me, this is a powerful, evil organization .",1
"Glad people are waking up. Covid's death numbers were drawn out and hyped up by the media. I've known it from the start, and now everyone knows.",5
it's all a lie only 6% pollution get the virus and died,1
Not normal!!  All for an illness that the CDC said has a 6% death rate.  No thank you!!!,1
Normal? No it's not the new normal. We will not make this a new normal. We are doing it â€œfor nowâ€.Normal will have to return soon though. It's not in our nature to be acting the way we need to. I want a return to normal.,2
Even though you guys have been lying about the numbers the whole time??,1
How many times do we have to hear this or read it?  Really tired of it.,1
Have not done any social distancing since all this began.,3
"The could have stopped the virus in China, but didn't....... That's why I believe anything the WHO say",1
This is madness.we are not going to follow this your new normal.wise up.a lot of people are now discovering this your confusion and deception.,1
ng globalist cabal!   Evil will never win.,1
You can shove your 'NEW NORMAL' up where the sun doesn't shine.,1
"The Who should know, they released it with China",1
If you're sick stay home if you're not sick get the dam mask off your face,3
e covid is smart like that and knows not to interrupt sporting and entertainment events.,3
Why is a black person displayed? Are they at a higher risk to catch the ?,3
Nothing about this is normal. This is not the new normal.,2
sneezing is common sense,3
"thats my normal anyways. i dont like being near people and ive always washed my hands a million times a day, and u are supposed to cough into elbow, and i only go to ER when i have to go otherwise i stay home",3
Those who need it most should stay home,4
"Y'all are liars!!! Im tired if hearing about the ""new normal"". This is not how humans are supposed to live!",1
"After this pandemic, countries have to cut contributions to your organisation. You prove not capacity to handle this problem",1
I believe that it's 2 metres.,3
Normal is NO MASKS!!,1
Not new normal. I don't wear a mask,3
To stop the spread of covid stop listening to the crap from the medior it's all scare mongering bollox it don't even exist,1
Just seen this post ......What the Hell is it all about ....what's Corvid-19? Why am I not allowed to touch my face?.....etc etc ...could somebody PLEASE explain this as I'm now really worried ....thank you in advance,2
You can shove your new normal where the sun don't  shine,1
If you have preexisting conditions and/or are over the age of 55.,3
"So then, it must go like: Proper Planning Prevents Poor Performance (P.P.P.P.P). And one is covered.",1
"With the exception of social distancing, people should have always been doing this.  Y'all are nasty if you haven't been!",3
"How did the WHO manage to create this and not use the word ""mask"" or mention its importance in stopping the spread?",2
Nothing really new about this other than a person with a mask on the face.  And normal... that's debatable.,3
"WHO, why dont you click your heels togeather 3 times, and go the f#*k back to hell, and take Bill Gates with you.",1
"We don't use â€œmetresâ€ in America, my liege",3
I have noticed that the vast majority of the negative comments on this post are written by people who can't spell.  Trump supporters? Flat earthers? Roxboro church members?,4
"I see nothing about a mask here, couldn't convince enough people to wear one?",2
If reading this doesn't make your blood boil you are under trauma based mind control.,1
The new normal?! Why not a temporary solution,3
Isn't this standard for not spreading any virus?,2
I metre is just from one shoulder to tip of middle finger of opposite outstretched hand!,3
Hard not to touch face. That mask can get itchy and hard to talk.,2
Forced agendas to create your new normal. I'll pass. Normal should be normal,1
"do not trust who it is a communist organization and george soros is part of it, look it up for yourself if you do not believe me",1
The game is up. We know about your scam,1
You can't rule over us,1
Antwerp Belgium here guys.  Same thing here!!!  In the hospitals here is NOT ONE coronacase in the emergency room!!! NOT ONE!!!  THIS IS ONE BIG FRAUDE!!!,1
Oh buzz off... Did your Master told you to educate us?,1
"""Nothing is so permanent as a temporary government program."" -- Milton Friedman",3
How is this in anyway the new normal for fucksake,1
Avoid crowded places just not schools for 7 hours?,2
I don't see any guide lines for protesters.. oh that's right it's a smart virus that will only hit non rioting people or schools,1
"If all of these people are bumping elbows instead of shaking hands,and you are coughing into the elbow. How safe is that?",2
Boost ur immune system take vitc vitd3 2000 zinc take daily.weak immune system body can't fight the virus.i hear CNN today corona virus it clot the blood to the vein it is the way baby aspirin 81 miligram can help but. U can use herbal ginger powder1/4 teaspoon turmeric1/4 teaspoon put lemon honey 1/4 teaspoon put warm water stir it drink when cool down drink before u eat in  even noon time .night time take before u sleep drink water 70% our body water but our head80% water. Eat fruit vege.avoid smoking and wine take care health and,3
"WHO says 1 meter, or 3 feet. Why are we at 6?  Is 3 feet only applicable to the foreign version of COVID?",2
I refuse your phrase â€œthe new normal.â€,1
What about wearing masks?  That is not mentioned and STILL NECESSARY.,2
There is no new normal! This is a very high survival rate! Seem like more to the agenda,1
"Hey stupid  this is NOT (other than the distancing) the new normal.  If you haven't been all along washing your hands, and etc....YOUR the problem.  Not a new normal.  Just everyday common sense.",1
"It True "" the New normally "" means new world order""! -   We all need to fulfill to Protect our part in this Countries to our community",4
WHO is a discredited organization that should be disbanded entirely and ignored at the very least,1
"At Least tell something new.  It's known since March already.  By the way, you have shown legs as hands.",3
Yes cough in to your elbow and instead of shaking hands touch elbows?,2
Wasn't it WHO that took Chyna at its word and told the world Covid was â€˜manageable'?,2
The flu is worse than covid open your eyes people.,3
There is nothing normal about this nor will there be. Stop trying to convince people,1
Lockdown has brought poverty and hunger .people aren't working hiding from covid19,2
It will never be the new normal.,1
"Do the above, except instead of coughing into my elbow which may not contain the spread, I cough down my shirt. Willing to risk my boobs for humanity.",4
"Why didn't the WHO lock down China when this Covid pandemic started ? Instead you let countries ""fly"" their citizens back to their home country ???",3
"The big questions are ""how long? When will this end?  Is it necessary to shut everything down?""",2
"How come the ""hands"" icon also points at her feet. Do you lizard-people call your version of feet your ""rear hands"" or something? Anyway thanks for the info WHO and all hail the lizard-people rulers of earth. Ps. you should probably get a human to proof read your press releases. We call our lower set of hands that we walk on our ""feet""",1
"There is no new normal.  it's grammatically incorrect and inconsistent, you will not control us.  This political war must end.  Anyone who believes that WHO cares about the people is mistaken.  They want world control.",1
I prefer â€œoldâ€ normal,3
This went out the window when you allow riots,2
"""This is new normal"" - an abnormal said ...",2
It makes perfect sense .  it's a reasonable sacrifice to help people not die .. . I read a comment the said something like .. People get sick and people die.. My question is .. Why should people die if death is preventable ?  I think the only answer to that question is they shouldn't need to die.,4
People are catching on to the agenda but this was also planned as well to collapse society even more,1
"Not my new normal, that's for sure!",1
I refuse to accept wearing a mask is a new normal,1
"WE ALL BEEN WEARING MASK , WASHING HANDS , AND DISTANCING ! EVERYDAY THEY SAY NUMBERS GOING UP , DEATHS GOING UP ! SO ITS NOT WORKING KEEPING THE COUNTRY SHUT DOWN ! WE ARE  TIRED OF IT ! KIDS NEED TO BE IN SCHOOL , ITS ESSENTIAL !  PEOPLE NEED TO GET BACK TO WORK , CHURCHES NEED TO BE OPENED !  IF THEY CONSIDER  GROCERY STORES ESSENTIAL THEN SCHOOLS  SHOULD BE ESSENTIAL !  IF PEOPLE CAN GO OUT TO EAT AND GO TO WALMART , THEN KIDS SHOULD BE IN SCHOOL ! THE DEMOCRATS ARE TO BLAME FOR ALL THIS MESS ! ITS ALL POLITICAL ! THEY RULE THE UNIONS ! THIS VIRTUAL TEACHING IS A JOKE ! IF YOU HAVE 3 SCHOOL CHILDREN AND ONLY ONE CAN GET LOGGED IN , ITS NOT WORKING ! THESE HOT STICKS TO GET THEM ON , ONLY GETS 1 CHILD LOGGED IN ! THEN THE SCHOOL SENDS A MESSAGE THAT THE YOUNGEST ONE HAS BEEN MARKED ABSENT ! ALL DAY LONG THEY CALLED THE HELP LINE , NO HELP , THEY CALLED THE SCHOOL , NO HELP !  THIS IS A MESS !  ITS STUPID !",1
"Oh, so you guys forgot that they hacked the WHO's emails and saw how covid-19 was purposefully let out by them?",2
l who is not a medical doctor.  And yet here they are telling us what we should do. ALL B.S,1
Not the new normal! Nothing about this is normal,2
"Less that 10, 000 died in the world. All",3
We're not changing for a hoax. Most people hardly get affected when contracting covid. Many just think they have allergies or develop a cold like symptom. Some so get more seriously ill but still not bad enough to require a hospital visit. Those who are weaker are at more risk and are the ones who should be taking precautions. As well as those close to those people. The rest of the world should be free to continue as usual without restrictions.,2
They forgot about the mask  (right ),2
Screw their new norm. The American people aren't buying it or WHO!!!,1
I don't understand why the minimum distancing recommended by WHO is only 1 meter and in North America is 2 meters. This discrepancy surely will cause a lot of confusion?,2
Fact check!? Where are you? ! This is false information. There is nothing normal about this.,1
"there is no ""new normal""",1
And keep rioters and terrorists out of your city - make sure and add that to the list,2
Human face is not design to wear mask for his entire life!,2
And we should trust your opinion why?????,1
Why doesn't it say clean your elbows often if you are coughing into it?,2
"why can't I report this content as offensive? Oh yes, because globalists from WHO are Suckerberg's friends...",1
All this for a dam cool get a life use common sense more people die from flu and pneumonia,3
"When's the election of a joke with this virus going to end, once the election is over!!!",3
"To stop the spread of COVID-19, just throw away TV  Covid-19 is sooo serious you need to get tested to find out that you have it",3
How do u cough on your elbow when wearing a mask,2
Not buying in to ANY of this!,1
Funny how FEAR works... when was the last time someone got the flu? ... when was the last time that a sinus attack made everyone uneasy?,3
Stupidity is the people that won't wear a mask. Count your blessings that you haven't been around someone that had the virus. Some people don't believe fire will burn until they stick there hand in it.,1
there is NOTHING normal about that  just release us,1
You can take your new normal and shove it where the sun don't shine..,1
Stop fear mongering. I know people that said it was mild flu. Your masks are stupid and making people sick.,1
and bend over and do what far left dems tell you sheep to prove how easily you can be controlled,1
"will never be the new normal, people are waking up.",2
"I only wash my hands after using the toilet, and before preparing food",3
"I think you mean the new ABNORMAL, nothing normal about this way of life!!!",1
"if you cough into elbow, why wash hands?)",3
How will the kids in school pick their nose and eat it???,3
"Pardon me for saying, but shouldn't we be following these guidelines according to common sense???",1
If you avoid crowed places than how does it get crowded??????,1
"The ""new normal"" bit makes this look like satire.",3
"I'll stay with the old normal, thank you. It's the 'new normal' that's making me sick.",3
Watch this before you make up your mind like all the other people hypnotised by main stream media  ISE media  Look it up on google and watch pandemic part 1,3
Seriously this is just OLD NEWS. I think everyone is over it. Can we just get on with life again NOW instead of waiting until after election day?,3
"If masks work then why are so many folks getting the virus? If the virus is so strong then why aren't we seeing hospitals getting flooded with the violent protesters getting it? They are together in huge crowds for months and not wearing masks or washing their hands 20 times a day. They are not abiding by COVID rules and nothing happens to them. Why are they exempt from the rules but nobody else is? I think the answer is that they are doing what the Democrats want them to do which is push their agenda. Democrats are American traitors. Oh yeah, I had the COVID virus in February and was able to get over it in about 15 days. I am not a young person either. I have no underlying conditions so that helped I guess.",2
"Biggest scam of the world!  Watch the documentary ""Plandemic"" if you can find it where it hasn't been censored already! Wake up people!",1
Welcome to kindergarten.  Coming from an organization who's leader is a quack and an accomplice of China.,1
"When will it be ""safe""?",3
I see a lot of scared eyes these days on public transport here in NZ. It's quite sad really,2
Should we doing elbow bumps and cough into them?,3
wearing a mask and avoiding touching our face  are practically contradictory,2
"You scared, you wear the mask, gloves, or stay home",4
"WHO does't know anything to tell us what to do, we do not need your advice! We are not a babies and you are not our mommy!",1
Ummmmmm elephant in the room here but this is the biggest hoax in mankind.... And the as far as the WHO goes wear your helmet when your riding China's pecker you bunch of hacks,1
thought the recommended distance was 6 + ft. ~ 2 meters ?!?,2
There is nothing normal about what is going on. And more and more people are waking up to that.,2
"If the ""authorities"" want to, if there's a reason to keep people from congregating, this can go on indefinitely with seasonal cold & flu seasons.  All they have to do is list the number of deaths and cases.  Fear-based control of the herd will continue.",1
Who the  hell  says  feel  sick  stay  home  Now  look at the  big pharmaceutical  companies  and  they  rip  off  all the  time,1
The new normal among my friends and colleagues is to ignore any and all information put out by the WHO,1
Wait ..I have a mask on and have to cough in my elbow?,3
Next take a shower  too because a lot of people are only washing their hands and they stinking like armpit.,3
"You forgot to mention the places that are not using ivermectin, zinc and doxycycline. Anywhere it is being used COVID is being stopped in its tracks.",3
"So, with a better than 99% survival rate for the majority of people, the fact that cloth masks cause more problems and are ineffective in stopping the COVID, and none of this was ever done with H1N1 in 2009, when are you all gonna actually be honest about the fact that this is here to stay just like the regular flu?!?!?! Lockdowns do not and will not work and only cause more depression, despair, and destroy our economy. EVERYONE will end up getting this at some time, just like the flu. Quit playing politics and let us live our lives as before.",2
WHO can stick their 3 C's where the sun doesn't shine,1
Insanity Is Doing the Same Thing Over and Over Again and Expecting Different Results,1
It's all based on FRAUD,1
Get the masses arguing with each other about it all while the agenda behind the scenes unfolds. It’s irrelevant,1
Avoid these three letters:  W H O,1
Don't forget..  Corrupted statistics Covid overreaction  Chemical injections Control of population,1
"So - basically, avoid school.",3
They are wanting American money again!,1
"This is only going to get harder for these 'players'.They know deep down that they WILL be held accountable. It will be sooner rather than later, the cracks are already showing, the people are waking up and there are more of us than you, we WILL come together, we WILL talk, we WILL leave our homes and soon the word will spread and the truth will be out. time is not on your side. be afraid",1
And here we go 5days of freedom to a lot of people to roam around as much as they like,3
"And all these situations are in schools ,yet schools are okay.????",2
but we packing thousands into walmart on black friday and not shut down,2
would be catastrophic loses. It was built as a political weapon. As a experiment in control and acquiescence. And like sheep the people dutifully complied.,1
Please wear a good  and protect yourself and others around you...,4
"You mean like riots, protest, governor going to a birthday party, the political elite having dinner parties for the newly elected elitists. Did I miss anything?",1
Ending the pandemic is easy. Just stop listening to the media,1
"Or the other three ""C""s CTV, CBC and the Canadian liberals",1
"How about creepers, communism, and chaos.....",1
They want to virtual Thanksgiving and Christmas but encourage people going out to shop on black Friday.,2
Black Friday shopping anyone?,2
The 3 C’s to end the pandemic....  No Chicken  No Chicken eggs No Chicken fertilizer,3
Unless you’re making the rules then they don’t pertain to you. Many incidents have proven that.,1
Yes be a good little boy and do everything the government tells you.,1
If you allow the 3 family get together on xmas ...im not taking any notice.  Because these regulations and changes are all over the place,3
"Close contact  I know 2 people who slept in the same bed every night, one was positive other wasn’t  if it’s spreading this badly n that easily then surely they both would a had it... proper load a crap",1
"At the end of day regardless of what you believe ,protect yourself and your families",4
So this is the advice we should all be following and abiding by. SO....WE NOW HAVE THE DO THIS IF YOU WANT TO AT CHRISTMAS IN YOUR HOUSEHOLD BUBBLES OF THREE HOUSEHOLDS BUT.... BE SENSIBLE STAY SAFE STAY 2 METRES APART DONT MIX WITH OTHERS... TOTALLY INSANE!,1
"If The Who recommended, that means do the opposite",1
So basically every classroom in the country!,2
the who is not fit for purpose,1
Yeah don’t go to crowded spaces but you can go to casinos,2
You need to add Conservative MP’s to that,1
Left-wing ideologies are far more of a threat to this country then covid-19,1
Our immune systems can protect us !,3
Rules to follow except for the ruling class who’s motto is rules for thee not for me.,1
Bit hard when the 'crowded spaces' are my workplace,2
avoid the 3 letters groups,3
"Then why are professional athletes allowed to compete?   Why are politicians and dignitaries allowed to congregate, while breaking these parameters?",1
Keep Disney world and wal mart Open though,3
Live your life as normal as possible but use common sense.  Wash your hands... like you gotta be told to do that... my life will not be dictated by my government !,1
"Completely full of it. Time to defund, dismantle the WHO, what a joke",1
Have you tagged the British Government in this?,3
I do this as a general life rule anyways. Lol. Much prefer to hang out with four legged friends than humans.,3
"Hey, aren't you going to warn us to avoid the other ""C""?  The CAMPS you have discussed putting people whom you consider high risk? Better turn to the Lord and get right before it's too late.",2
So stay confined into your little homes and your little apartment and whatever and just keep reinfecting your own family members and when you come out of hiding and into the real world every germ on this Earth is going to attack you cuz you have suppressed your immune system you won't be able to survive the common cold,2
"oh look, now minimum distance has changed? SO we can get closer but lockdowns increasing around the West? Folks, you are all sheep. I agree there is a sickness, but you know what they are using it to lead you like blind children to your own demise.",1
Christ when are they going to give up with this scam,1
"HOW ABOUT AVOID FAKE NEWS, DR FAUCI, CDC, WHO, WEF AND ALL THE REST!! Go on now folks....STOP and STAND against this nonsense!!",1
And where to go??? You didn't leave anything free,1
Crowded places like the big box stores that are jam packed with people.    And they told us not to wear a mask in March and now we’re supposed to wear a mask what a joke,1
"I will not comply! I will not wear a mask! I will not live in fear! When my lord says it’s my time, I accept going to my maker! In the mean time, I will live life to the fullest everyday",1
"No matter where you go, just mask up and keep your hands clean.  Seriously, It’s that easy.  I’m a school teacher and we have not had any breakouts due to close contact while masks are on.   The few who have gotten sick was traced back to an event where masks were not worn.",4
Such crock. I know people who wear a mask every minute of the day and they got a 24 hr virus. They called it covid. Their tests are false.,1
But it's totally OK to hose down confined spaces with poor ventilation with Sanitizer and breathe it for hours a day.,2
"How about avoiding the 3 p’s. Politics, protests and the pandemic.",1
"WHO is more of an agent of Lucifer than humanity. They destroyed economies, jobs, businesses and education systems. These measures are a total mess. They must be held accountable!",1
"Screw off already.  The numbers are all padded, the information spewed to us has all been wrong, intelligent people are not buying it anymore.",1
"avoid the info from msm and the cdc..     but look at the good news    the homeless are alive and well, no masks and no problems   OUTLAW the pfear pforn!",1
Government reset coming soon and covid is just an excuse to have control of the people and make this country communist,1
trains.. or   just  when   ever  we  are  with are  friends and  family ??,3
"We dont care now, just Admit Covid19 is a failed project. You cant put the whole world under siege with something you created",1
"BS stop with your lies, there is no covid19 this is all about control",1
This is a load of B.S. - there are lots of overcrowded areas all over the world where people live cheek by jowl and cannot distance themselves; they also cannot afford masks and sanitizer  - there have been NO instances of people getting infected in these areas!!!!,1
You forgot the worst C of them all COMMUNISM,1
"Yes of course following the Covid19 rules will keep us safe!!@@  Come on, really?  It's our immune systems that are being compromised by these rules!  If we (healthy individuals) allowed our immune system do its job, we'd already be over this ""pandemic ""!",2
"Just do what you were taught in kindergarten, it’s that simple!",3
"Just make sure your family or friends are respectable not to show up with Covid-19 symptoms or make sure ,they are healthy. Few family and friends in our gathering is been fine for us.",3
Nah. I will do freedom. I am immune and will do none of the things suggested that have zero basis in science. Why haven't you told people to buy HEPA filtration fans or UV Filter Fans for indoor spaces that clean the air? Oh what's that? That would be too much common sense and we cannot have that for a virsi with a 99.8% survival rate.,1
How the demonrats steal elections mask to control people then voter fraud to steal our freedoms,1
Soooo... pretty much the exact definition of a school.,3
Ask Taiwan why they do not listen to WHO!,3
Not hard to understand or do iy and YET...there are too many who just don't get it.,4
"Did all countries with third world outbreaks get this, or just the USA?",3
"So why are air planes, sports events and still allowed? They have shut down the cruise lines for 9 months now",2
The main agenda behind all this things is that people may stop worshipping their creator,3
I stayed home & went nowhere. Hubby & I still got it. Second time for him.,3
"w the  instructions hidden in 3 C seriously.I assure you that you can achieve wonderful achievements in your up coming life,because you have shown us self control in life.Self control is also a powerful weapon to fight against covid19 and such deadly and dangerous virouses.",3
Bull it is about social control and the destruction of the middle class.  Covd is only a flue. If it was not for the CARE act we would not have the over inflated death numbers.,1
avoid any advice from the WHO.,1
"Avoid the Media the big M and its lies, Covid numbers are fiction,  they are counting every death as covid.",1
"All this is BS. Just make sure your GUT HEALTH is on point by taking prebiotics, zinc, vitamin c, vitamin d3 and elderberry! It’s proven to keep you healthy and STRENGTHEN your immune system which NO ONE is talking about. Wake up y’all.",1
Yeah sure like that actually works. How about eat healthy live healthy and don’t listen to who because even though a majority of people follow their guidelines the “numbers” of covid keeps increasing. If this comment isn’t flagged or removed I’ll be surprised that I’m not being censored and I’ll be happy that my freedom of speech isn’t being infringed. Just like my second amendment right will not be infringed,1
"My job demands I visit with people in close setting, in their homes which is confined and enclosed for about an hour talking.  I really am praying these masks work!!",3
Why our gloriously leaders don’t so why should I ?,2
"Know what this means for married couples or rather couples in general. No hanky panky, covid might be lurking",3
This is quite true even at town buses so much people in every trip. Level seat could be much better than keeping people standing and squeezing each other!!,4
"Can't imagine anyone laughing at this, apparently they haven't had loved ones get sick or even worse die. They also are not medical workers dealing with the virus everyday all day. I can't imagine that so many people are that unintelligent. I didn't say stupid but I wanted too....",4
"It only spreads where"" they ""tell you it spreads..no where else.",1
". . they are in poorly ventilated classrooms . . they have close contact with teachers and others in their bubbles . .they go home and guess what . . they spread it to mommy or daddy . . who then go to work and spread it to coworker. . who then stops at the grocery store on the way home and sneezes on the cart . . the lady with the sanitizer cleans the cart as best she can . . but?  Oh ya . . it is the coworker’s week to visit her Gramma at the nursing home tomorrow so she spreads it into that building.  I think it is time, when implementing a further lockdown, we should include schools (all class levels) at least for four weeks.  With monetary help from government to make up for the lost work during the four weeks, I really believe the curve would bend substantially.",2
"You mean like grocery stores. It's a virus, it spreads, that's what viruses do",3
You just described the MTA. if I avoid that how will I get to work?,2
"Sounds like claustrophobia to me, give us a break.",1
"From the same people that DENIED it was from China and human-to- human transmission didn’t exist. As they say in China,Phuc Yu WHO”",1
Unless you are a politician !!!,1
How much have they paid a 'consultancy company' to tell us the obvious?,1
We are not worried about the flu virus or the Chinese virus and we don't believe you so go away !!!!,1
It's all about money money money,2
I’m afraid it will be a disaster.,2
"Why don’t you add changing your life style!  Obesity, smoking, drinking, drugs, exercise, sleep, water, vitamin, sunshine!!  Instead you want people to depend on a little cloth or paper mask!",2
Sooooo no more riots right or its ok for the nut jobs?,1
"Kinda like prison, but little is being done to reduce the most imprisoned nation.",2
The WHO and CDC can bite me!,1
On some bs. Then why y’all open schools and grocery stores.,1
"ds,society and people at large try to reach the orientation about preventing mechanism of covid-19 seriously .",3
I’m sure we don’t need WHO to tell us common sense.  Can’t show any interest in what they say since the on on China’s side.  They just want all the money from Americans again.,1
They trying to see how many they  can control.its not working very well. We will never comply to socialism!,1
"WHO,  another hate group. We are celebrating Thanksgiving in Texas with lots of people!",1
Well I know of an urgent care facility that does covid testing in a small room with multiple persons they also cater to elderly so you will see people being wheeled in. But hey the lobby is empty because everyone is waiting in their car safe until they bring you in for your test in a small enclosed room and have you briefly exposed to others in the room who may have it. Which is why I declined to get tested there. Staff were liars and rude.,3
"Hunter foulk, please come to hospitals and nursing homes and comfort those who are dying from covid! Oh I forgot, you think it's all a joke! So if you get really sick, please don't go to your nearest hospital!",1
Who are these nuts promising money on here? Go away !,1
"I’ll have 1,00 people at my house don’t worry -).",3
Thank goodness I don’t eat out. Only once but least there was no one there.,4
It’s flu like every other year. Wake up people  The WHO is in for the money and only money not your health,1
3 things = social disiance = vacine = masks ??,3
Take the masks and put them where the sun doesn't shine,1
Avoid the 4th C. Control obsessed city and state leaders.,1
Avoid crowded place...well you better shut the big box store down. There is way more people in there than in most restaurants,4
At the post office people getting C19 payouts NO MASK are worn most people are drunk in the line,2
And I thought u were safe with a mask on.,3
"Do they have a real test yet? Lemme know when they do, till then all numbers are not real. Sorry",3
How about you guys pick a narrative and stick to it.,1
"When possible open doors & windows for ventilation?  Don't know where these scatter brains live, but certainly not in a cold climate!",3
Oh yea we’re gonna listen to them when we know their tied up with the deep state and the one world order. They have lied to us from day one. They were ripping us off and that’s why Trump dumped them. If Biden gets in he will go back to letting them rip us off just like everyone else did. He will give our money to all the thieves.,1
"Avoid ""confined and enclosed spaces with poor ventilation"" but oxygen depriving masks are mandatory?",1
